@relation segment-weka.filters.unsupervised.instance.RemovePercentage-P33.0-V

@attribute region-centroid-col numeric
@attribute region-centroid-row numeric
@attribute region-pixel-count numeric
@attribute short-line-density-5 numeric
@attribute short-line-density-2 numeric
@attribute vedge-mean numeric
@attribute vegde-sd numeric
@attribute hedge-mean numeric
@attribute hedge-sd numeric
@attribute intensity-mean numeric
@attribute rawred-mean numeric
@attribute rawblue-mean numeric
@attribute rawgreen-mean numeric
@attribute exred-mean numeric
@attribute exblue-mean numeric
@attribute exgreen-mean numeric
@attribute value-mean numeric
@attribute saturation-mean numeric
@attribute hue-mean numeric
@attribute class {brickface,sky,foliage,cement,window,path,grass}

@data
178,128,9,0,0,0.444444,0.340741,0.888889,0.207407,5.92593,7.88889,6.44444,3.44444,5.88889,1.55556,-7.44444,7.88889,0.563713,-0.7213,brickface
132,134,9,0,0,2.66667,3.15556,1.5,1.54444,6.18518,2.22222,11.4444,4.88889,-11.8889,15.7778,-3.88889,11.4444,0.833935,-2.38661,foliage
83,28,9,0,0,0.388889,0.136081,0.888887,0.455421,112.963,99.4444,131.111,108.333,-40.5556,54.4444,-13.8889,131.111,0.241511,-2.38788,sky
126,237,9,0,0,0.944444,0.240741,1,0.488889,5.77778,4.22222,4.22222,8.88889,-4.66667,-4.66667,9.33333,8.88889,0.553812,2.09723,grass
225,58,9,0,0,0.333334,0.421637,0.444445,0.344265,8.33333,5.55556,14.1111,5.33333,-8.33333,17.3333,-9,14.1111,0.622222,-2.06856,window
14,120,9,0,0,0.333333,0.133333,0.444444,0.296296,1.59259,0,3.88889,0.888889,-4.77778,6.88889,-2.11111,3.88889,1,-2.31572,foliage
5,210,9,0,0.111111,2.16667,1.67,4.44444,2.61336,51.2963,45.4444,64.3333,44.1111,-17.5556,39.1111,-21.5556,64.3333,0.317566,-2.0209,path
79,62,9,0,0,0.555556,0.385184,0.888887,0.607405,110.185,100.667,127.111,102.778,-28.5556,50.7778,-22.2222,127.111,0.208013,-2.17815,sky
18,83,9,0,0.111111,6.16667,9.98889,12.8889,28.7852,14.3704,9,22.6667,11.4444,-16.1111,24.8889,-8.77778,22.6667,0.664785,-2.27421,foliage
214,246,9,0,0,2.83333,1.91775,3,1.98886,17.5185,14.2222,15.4444,22.8889,-9.88889,-6.22222,16.1111,22.8889,0.391548,2.23285,grass
94,140,9,0,0,0.166667,0.033333,0.333333,0.044444,3.03704,1.77778,6.11111,1.22222,-3.77778,9.22222,-5.44444,6.11111,0.797884,-1.98577,window
54,142,9,0,0,0.722222,0.827759,2,2.10818,1.81481,0.888889,3.66667,0.888889,-2.77778,5.55556,-2.77778,3.66667,0.769444,-2.0944,window
107,146,9,0,0,1.88889,1.00741,2.11111,1.31852,21.3704,16.7778,29.6667,17.6667,-13.7778,24.8889,-11.1111,29.6667,0.432786,-2.16497,cement
93,236,9,0.111111,0,1.77778,2.6963,2,0.933333,12.5185,9.55556,10.7778,17.2222,-8.88889,-5.22222,14.1111,17.2222,0.447247,2.2672,grass
245,249,9,0,0,2,1.28889,1.5,0.611111,14.7407,10.7778,15.3333,18.1111,-11.8889,1.77778,10.1111,18.1111,0.406212,2.74356,grass
48,173,9,0,0,1.16667,1.06979,1.44444,1.64204,19.2222,16.4444,16.4444,24.7778,-8.33333,-8.33333,16.6667,24.7778,0.349656,2.09956,grass
239,122,9,0,0,0.277778,0.062963,0.333333,0.177778,5.55556,7,6.66667,3,4.33333,3.33333,-7.66667,7.22222,0.581349,-0.953435,brickface
184,145,9,0,0,0.944445,0.490654,1.77778,0.934919,3.40741,2.33333,5.77778,2.11111,-3.22222,7.11111,-3.88889,5.77778,0.656614,-2.03651,window
109,146,9,0,0,0.055556,0.136083,0.055556,0.136083,0.037037,0,0.111111,0,-0.111111,0.222222,-0.111111,0.111111,0.111111,-2.0944,foliage
111,246,9,0,0,3.16667,2.09497,5.83333,4.11366,25.8889,21.1111,22.4444,34.1111,-14.3333,-10.3333,24.6667,34.1111,0.388973,2.21401,grass
155,40,9,0,0,1.88889,2.07275,0.055556,0.136083,1.25926,1.22222,1.55556,1,-0.111111,0.888889,-0.777778,1.55556,0.116667,-1.5708,window
192,157,9,0,0,1.05556,0.507408,0.777778,0.162963,18.3333,13.8889,17.2222,23.8889,-13.3333,-3.33333,16.6667,23.8889,0.418184,2.43862,grass
209,249,9,0,0,2.44444,3.62963,2.77778,4.20741,10.5185,7.55556,8.11111,15.8889,-8.88889,-7.22222,16.1111,15.8889,0.533307,2.15678,grass
118,125,9,0,0,0.333333,0.298142,0.888889,0.344265,1.14815,0,3.11111,0.333333,-3.44444,5.88889,-2.44444,3.11111,1,-2.17565,foliage
43,152,9,0,0,1.94444,1.70741,1.22222,0.82963,1.51852,1,2.88889,0.666667,-1.55556,4.11111,-2.55556,2.88889,0.648677,-1.93324,window
247,92,9,0,0,0.888889,0.518518,0.444444,0.118519,12.0741,7.55556,20.5556,8.11111,-13.5556,25.4444,-11.8889,20.5556,0.632127,-2.13785,window
63,201,9,0,0,2.11111,1.73419,2.5,1.65664,61.6296,54.8889,76.4444,53.5556,-20.2222,44.4444,-24.2222,76.4444,0.299213,-2.03412,path
33,117,9,0,0,0.277778,0.018519,0.111111,0.02963,1.07407,0,3.11111,0.111111,-3.22222,6.11111,-2.88889,3.11111,1,-2.13264,foliage
118,85,9,0,0,3.27778,4.41852,2.27778,6.81852,8.18519,3.55556,14.8889,6.11111,-13.8889,20.1111,-6.22222,14.8889,0.774121,-2.32909,foliage
121,60,9,0,0,2.27778,2.32963,2.88889,2.87407,26.7407,24.6667,35.2222,20.3333,-6.22222,25.4444,-19.2222,35.2222,0.4223,-1.77611,brickface
218,115,9,0,0,0.944444,0.534027,0.388889,0.389682,22.963,19.4444,29.4444,20,-10.5556,19.4444,-8.88889,29.4444,0.339149,-2.14867,window
209,11,9,0,0,0.833333,0.255559,2.16667,3.85555,141.556,135.111,150.111,139.444,-19.3333,25.6667,-6.33333,150.111,0.099836,-2.40159,sky
55,209,9,0.111111,0,1.83333,1.29529,1.38889,0.998146,12.5185,10.3333,10.3333,16.8889,-6.55556,-6.55556,13.1111,16.8889,0.407904,2.09922,grass
50,199,9,0,0,3.22222,2.97894,5.61111,4.61599,55.6667,49.1111,69.7778,48.1111,-19.6667,42.3333,-22.6667,69.7778,0.312414,-2.04543,path
160,41,9,0,0,0.833333,0.809664,0.222222,0.172133,0.703704,0.555556,1.22222,0.333333,-0.444444,1.55556,-1.11111,1.22222,0.537037,-1.84512,window
142,140,9,0,0,4.22222,1.29386,1.5,0.722649,26.4444,23.4444,32.3333,23.5556,-9,17.6667,-8.66667,32.3333,0.2851,-2.10049,cement
9,94,9,0,0,0.611111,0.551852,1,0.666664,113.185,106.889,127.556,105.111,-18.8889,43.1111,-24.2222,127.556,0.176789,-2.01531,sky
108,146,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,foliage
56,107,9,0,0,1.11111,0.207407,4.72222,20.1963,49.8148,46.2222,58.3333,44.8889,-10.7778,25.5556,-14.7778,58.3333,0.230455,-1.99144,cement
54,176,9,0,0,2.11111,0.688531,2.66667,2.69155,50.6667,46,62.6667,43.3333,-14,36,-22,62.6667,0.308573,-1.95141,path
41,103,9,0,0,2.44445,3.0963,1.77778,1.49629,61.2593,56,73.4444,54.3333,-15.7778,36.5556,-20.7778,73.4444,0.259607,-2.00292,cement
67,136,9,0,0,6.72222,3.70835,2.66667,3.19722,15.5185,9,25.3333,12.2222,-19.5556,29.4444,-9.88889,25.3333,0.660813,-2.30751,foliage
249,58,9,0,0,1.33333,0.942809,0.277778,0.327731,8.85185,6,14.5556,6,-8.55556,17.1111,-8.55556,14.5556,0.607768,-2.08534,window
90,101,9,0.111111,0,0.888889,0.385185,1.72222,1.88519,20.0741,20.3333,25,14.8889,0.777778,14.7778,-15.5556,25,0.404038,-1.52012,brickface
180,224,9,0,0,3.72222,3.70741,3.61111,5.61852,15.1852,11.6667,13.3333,20.5556,-10.5556,-5.55556,16.1111,20.5556,0.443375,2.29826,grass
96,13,9,0,0,0.833331,0.47778,0.555557,0.207406,131.778,122.111,144.778,128.444,-29,39,-10,144.778,0.156568,-2.38625,sky
112,90,9,0,0,7.38889,6.94556,1.27778,0.879814,65.1852,57.6667,79.7778,58.1111,-22.5556,43.7778,-21.2222,79.7778,0.278345,-2.10881,cement
215,182,9,0,0,2.55556,1.4707,2.72222,1.98233,54.1852,48.5556,67.2222,46.7778,-16.8889,39.1111,-22.2222,67.2222,0.30405,-2.00408,path
225,58,9,0,0,0.333334,0.421637,0.444445,0.344265,8.33333,5.55556,14.1111,5.33333,-8.33333,17.3333,-9,14.1111,0.622222,-2.06856,window
88,89,9,0,0,0.777777,0.385185,3.66667,4.04444,22.3333,21.6667,28.4444,16.8889,-2,18.3333,-16.3333,28.4444,0.403687,-1.62559,brickface
91,120,9,0,0,1.38889,0.928958,0.611111,0.772202,16.8519,11.2222,25.7778,13.5556,-16.8889,26.7778,-9.88889,25.7778,0.562158,-2.23082,foliage
57,42,9,0,0,2.33333,0.869226,0.999999,0.699206,37.4444,32.7778,47.7778,31.7778,-14,31,-17,47.7778,0.334662,-2.02955,cement
211,130,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,window
37,120,9,0,0,0.833333,0.344444,1.05556,0.462963,1.92593,0.222222,4.44444,1.11111,-5.11111,7.55556,-2.44444,4.44444,0.962963,-2.29808,foliage
54,140,9,0.111111,0,0.722222,0.443053,1.77778,1.04704,8.33333,3.77778,14,7.22222,-13.6667,17,-3.33333,14,0.73447,-2.44232,foliage
194,72,9,0,0,1,0.399998,1.16667,1.14444,93.4444,79.2222,117.111,84,-42.6667,71,-28.3333,117.111,0.323421,-2.22578,sky
86,88,9,0.111111,0,2.05556,1.88518,1.72222,3.39629,21.1481,21.4444,26.3333,15.6667,0.888889,15.5556,-16.4444,26.3333,0.405118,-1.51256,brickface
71,180,9,0.111111,0,1.22222,0.562963,3,1.86666,22.3333,18.3333,21.4444,27.2222,-12,-2.66667,14.6667,27.2222,0.327383,2.45383,grass
127,120,9,0.111111,0,1.66667,0.844445,3.22222,4.02963,23.6667,22.1111,30.4444,18.4444,-4.66667,20.3333,-15.6667,30.4444,0.394863,-1.76489,brickface
140,124,9,0,0,1,0.444445,1.11111,1.05185,2.51852,0.222222,6.11111,1.22222,-6.88889,10.7778,-3.88889,6.11111,0.973765,-2.26746,foliage
48,81,9,0,0,0.611111,0.240743,0.888891,0.429629,112.926,105.667,128.889,104.222,-21.7778,47.8889,-26.1111,128.889,0.19308,-2.03349,sky
14,138,9,0,0,0.5,0.122222,0.5,0.077778,4.96296,6.77778,5.44444,2.66667,5.44444,1.44444,-6.88889,6.77778,0.603836,-0.722894,brickface
97,130,9,0,0,0.722222,0.507407,1.05556,0.685185,5.85185,7.33333,6.88889,3.33333,4.44444,3.11111,-7.55556,7.66667,0.570106,-0.963048,brickface
110,182,9,0,0,2.38889,1.79402,2.55556,1.55873,46.3704,42.6667,56.3333,40.1111,-11.1111,29.8889,-18.7778,56.3333,0.287646,-1.93005,path
245,238,9,0.111111,0,1.66667,2.53859,2.33333,2.4404,8.92593,6.33333,6.55556,13.8889,-7.77778,-7.11111,14.8889,13.8889,0.597015,2.12606,grass
82,138,9,0,0,0.888889,0.518518,0.888889,0.385185,1.40741,0,3.77778,0.444444,-4.22222,7.11111,-2.88889,3.77778,1,-2.17396,foliage
132,84,9,0,0,3,1.22927,0.888889,0.45542,8.88889,7.33333,11.7778,7.55556,-4.66667,8.66667,-4,11.7778,0.380483,-2.13694,cement
235,196,9,0,0,1.66667,1.33333,2.22222,1.14827,47.2593,41.7778,58.5556,41.4444,-16.4444,33.8889,-17.4444,58.5556,0.294238,-2.07462,path
147,87,9,0,0,6.83333,6.61899,1.55556,1.69531,43.3333,37.8889,54.8889,37.2222,-16.3333,34.6667,-18.3333,54.8889,0.319706,-2.05039,cement
4,210,9,0,0,4.72222,4.01894,5.72222,2.18497,49.7407,44.2222,62.2222,42.7778,-16.5556,37.4444,-20.8889,62.2222,0.314278,-2.01443,path
98,41,9,0,0,1.72223,0.774073,1.11111,0.874068,137.148,130.667,147.222,133.556,-19.4444,30.2222,-10.7778,147.222,0.112421,-2.26853,sky
222,114,9,0,0,0.277778,0.062963,0.444444,0.074074,5.44444,6.11111,7.33333,2.88889,2,5.66667,-7.66667,7.33333,0.603175,-1.31453,brickface
122,123,9,0,0,0.611111,0.374074,0.5,0.211111,1.18519,0,3.33333,0.222222,-3.55556,6.44444,-2.88889,3.33333,1,-2.14267,foliage
129,157,9,0,0,2.44444,3.54074,2.22222,1.71852,23.1481,18.2222,32,19.2222,-14.7778,26.5556,-11.7778,32,0.430239,-2.16937,cement
140,161,9,0,0,0.277778,0.327731,0.777778,0.620633,15.7407,12.4444,14.3333,20.4444,-9.88889,-4.22222,14.1111,20.4444,0.390957,2.34513,grass
175,188,9,0,0,3,2.57337,2.33333,1.29957,55.7778,49.6667,69.1111,48.5556,-18.3333,40,-21.6667,69.1111,0.296294,-2.03967,path
192,142,9,0.111111,0,0.5,0.122222,1.5,0.522222,4.66667,6.77778,4.88889,2.33333,6.33333,0.666667,-7,6.77778,0.662037,-0.604864,brickface
101,72,9,0,0,2.5,4.74444,1.77778,6.29629,26.4815,23.5556,35.7778,20.1111,-8.77778,27.8889,-19.1111,35.7778,0.436895,-1.84616,brickface
211,107,9,0.111111,0,2.55556,2.25185,2.05556,2.81852,16.7407,11.7778,25.7778,12.6667,-14.8889,27.1111,-12.2222,25.7778,0.547173,-2.15946,window
140,125,9,0,0,0.277778,0.062963,0.666667,0.311111,6.18518,7.33333,7.66667,3.55556,3.44444,4.44444,-7.88889,7.77778,0.545635,-1.12182,brickface
221,107,9,0,0,1.16667,0.211111,0.833333,0.344444,2.22222,0.333333,5.33333,1,-5.66667,9.33333,-3.66667,5.33333,0.94709,-2.22635,foliage
168,13,9,0.111111,0,1.33333,0.444445,1.33333,0.400002,130.407,119.667,145.444,126.111,-32.2222,45.1111,-12.8889,145.444,0.177191,-2.35524,sky
200,250,9,0,0,2.27778,1.42075,1.44444,1.0256,9.22222,6.55556,7.33333,13.7778,-8,-5.66667,13.6667,13.7778,0.56339,2.19294,grass
23,85,9,0,0,1.44444,1.05185,1.77778,0.962963,17.963,18.8889,21.8889,13.1111,2.77778,11.7778,-14.5556,21.8889,0.399751,-1.38687,brickface
65,143,9,0,0,0.333333,0.133333,0.444445,0.074074,5.03704,6.55556,5.88889,2.66667,4.55556,2.55556,-7.11111,6.66667,0.595238,-0.907416,brickface
108,128,9,0,0,7.05556,4.36866,1.66667,1.05409,53.2593,46.3333,67.1111,46.3333,-20.7778,41.5556,-20.7778,67.1111,0.312927,-2.09193,cement
17,64,9,0,0,1.44444,1.36296,1.66667,1.42222,18.8889,17.5556,25.1111,14,-4,18.6667,-14.6667,25.1111,0.441092,-1.75551,brickface
187,134,9,0.111111,0,3,2.04445,1.11111,0.385185,26.7037,20.3333,37.4444,22.3333,-19.1111,32.2222,-13.1111,37.4444,0.457752,-2.21646,window
197,121,9,0,0,21.6667,17.3628,0.944444,0.904721,41.037,37.4444,49.4444,36.2222,-10.7778,25.2222,-14.4444,49.4444,0.280578,-1.99554,cement
188,42,9,0,0,0.777779,0.54433,1.66667,1.26491,108.926,95.6667,126.222,104.889,-39.7778,51.8889,-12.1111,126.222,0.241934,-2.41039,sky
99,130,9,0,0,0.555555,0.45542,0.555555,0.544331,1.37037,0.111111,3.33333,0.666667,-3.77778,5.88889,-2.11111,3.33333,0.977778,-2.23903,foliage
95,71,9,0,0,1.05555,1.08518,2.22222,3.76296,105.667,96.6667,122.444,97.8889,-27,50.3333,-23.3333,122.444,0.212264,-2.14316,sky
153,192,9,0,0,3.38889,1.78159,7.44444,4.13477,53.4444,47.3333,65,48,-18.3333,34.6667,-16.3333,65,0.272721,-2.1642,path
118,167,9,0.111111,0,0.888889,0.518518,2.05556,0.996296,14.5926,12.8889,13.7778,17.1111,-5.11111,-2.44444,7.55556,17.1111,0.248449,2.30573,grass
69,75,9,0.111111,0,2.11111,1.40741,1.5,2.21111,22.7407,22,29.3333,16.8889,-2.22222,19.7778,-17.5556,29.3333,0.423501,-1.64188,brickface
98,119,9,0.222222,0,1.44444,0.518519,2.55556,5.58518,21.5926,21.3333,27.3333,16.1111,-0.777778,17.2222,-16.4444,27.3333,0.408211,-1.57896,brickface
59,116,9,0,0,3,2.81267,0.777778,0.45542,21.963,17.8889,29.5556,18.4444,-12.2222,22.7778,-10.5556,29.5556,0.395663,-2.14478,window
14,28,9,0,0,0.555553,0.074075,1.22222,0.429626,110.481,97.8889,131.111,102.444,-37.7778,61.8889,-24.1111,131.111,0.253299,-2.23887,sky
228,42,9,0.111111,0,2.05556,1.55516,4.33333,2.23109,44.5556,39.5556,54.1111,40,-15,28.6667,-13.6667,54.1111,0.271572,-2.12013,cement
116,35,9,0,0,0.833333,0.781735,0.888888,0.544333,125.185,113.778,141.333,120.444,-34.2222,48.4444,-14.2222,141.333,0.194853,-2.34664,sky
45,108,9,0,0.111111,25.5,12.7954,27.2778,15.931,49.8148,41.7778,61.1111,46.5556,-24.1111,33.8889,-9.77778,61.1111,0.358975,-2.36049,foliage
127,118,9,0,0,11.5556,10.23,0.833334,0.691215,34.3333,30.7778,41.6667,30.5556,-10.6667,22,-11.3333,41.6667,0.293949,-2.07767,cement
152,220,9,0,0,0.944445,0.685185,1.44444,2.16296,14.6296,11.5556,13.1111,19.2222,-9.22222,-4.55556,13.7778,19.2222,0.416705,2.30688,grass
28,131,9,0,0,0.222222,0.074074,0.777778,0.207407,5.18518,6.66667,6,2.88889,4.44444,2.44444,-6.88889,6.66667,0.566138,-0.874641,brickface
181,15,9,0,0,0.833336,0.211111,1.44444,1.22963,140.296,133.889,149.556,137.444,-19.2222,27.7778,-8.55556,149.556,0.104639,-2.33056,sky
201,125,9,0.111111,0,1.72222,1.34026,8.55555,5.72583,43.3704,41.6667,49,39.4444,-5.11111,16.8889,-11.7778,49,0.192484,-1.84058,cement
201,125,9,0,0,1,0.444444,9.94444,103.752,42.8148,39.1111,51.7778,37.5556,-11.1111,26.8889,-15.7778,51.7778,0.270638,-1.97302,cement
59,120,9,0,0,2.16667,1.98606,1.44444,1.86984,19.0741,10.5556,33.1111,13.5556,-25.5556,42.1111,-16.5556,33.1111,0.681266,-2.23126,foliage
21,64,9,0,0,16.2778,12.9485,20.2222,17.6291,31,24.6667,38,30.3333,-19,21,-2,38,0.400746,-2.59382,foliage
196,95,9,0,0,1.72222,1.12382,1.33333,1.26491,7.62963,6.77778,10.7778,5.33333,-2.55556,9.44444,-6.88889,10.7778,0.512566,-1.74926,window
63,19,9,0,0,2.44444,1.18634,1.44444,0.886106,45.1852,38,58.7778,38.7778,-21.5556,40.7778,-19.2222,58.7778,0.355227,-2.13368,cement
45,108,9,0,0.111111,25.5,12.7954,27.2778,15.931,49.8148,41.7778,61.1111,46.5556,-24.1111,33.8889,-9.77778,61.1111,0.358975,-2.36049,foliage
123,183,9,0,0,1.11111,0.651852,6.33333,36.9333,32.2593,29.4444,39.1111,28.2222,-8.44444,20.5556,-12.1111,39.1111,0.266436,-1.97077,path
95,109,9,0,0,1,0.488889,1.94444,2.72963,17.2593,19.2222,20,12.5556,5.88889,8.22222,-14.1111,20.4444,0.384997,-1.1312,brickface
187,89,9,0,0,3,1.60555,1.11111,1.06805,8.44444,6.33333,13,6,-6.33333,13.6667,-7.33333,13,0.548545,-2.04388,window
115,111,9,0,0,0.555556,0.403687,1.94444,1.04172,18.037,9.66667,30.1111,14.3333,-25.1111,36.2222,-11.1111,30.1111,0.679513,-2.33332,foliage
108,123,9,0,0,0.611111,0.240741,0.666667,0.266667,6.74074,8.22222,8,4,4.44444,3.77778,-8.22222,8.44444,0.524471,-0.985729,brickface
206,61,9,0,0,0.555555,0.403687,0.5,0.459468,7.07407,4.66667,12.2222,4.33333,-7.22222,15.4444,-8.22222,12.2222,0.645891,-2.04872,window
34,169,9,0,0,0.833333,0.505525,1.61111,0.879815,12.8148,10.6667,9.77778,18,-6.44444,-9.11111,15.5556,18,0.463569,1.99318,grass
4,96,9,0,0,2.22222,2.96296,1.55556,2.25185,3.55556,0.888889,7.77778,2,-8,12.6667,-4.66667,7.77778,0.910065,-2.24448,foliage
29,81,9,0.111111,0,2.61111,3.75185,2.72222,3.75185,20.4815,20.1111,26.1111,15.2222,-1.11111,16.8889,-15.7778,26.1111,0.412662,-1.56634,brickface
129,184,9,0.111111,0,2.22222,0.910841,3.61111,1.81863,45.2222,41.7778,54.4444,39.4444,-10.3333,27.6667,-17.3333,54.4444,0.275818,-1.9302,path
88,136,9,0,0,1.83333,1.14988,2.05556,2.11257,8,4.11111,13.2222,6.66667,-11.6667,15.6667,-4,13.2222,0.695088,-2.41267,foliage
21,123,9,0,0,0.888888,0.385186,1,0.355555,19.2963,15.6667,26.3333,15.8889,-10.8889,21.1111,-10.2222,26.3333,0.408913,-2.11573,cement
73,19,9,0,0,0.944445,0.389681,0.944443,0.680416,127.519,116.556,143.111,122.889,-32.8889,46.7778,-13.8889,143.111,0.185539,-2.34419,sky
70,38,9,0,0,1.22222,0.272166,1,0.760116,58,50,74.3333,49.6667,-24,49,-25,74.3333,0.336015,-2.0785,cement
135,211,9,0,0,1.88889,1.32777,2.16667,1.14988,17.963,14.4444,16.3333,23.1111,-10.5556,-4.88889,15.4444,23.1111,0.375552,2.32755,grass
151,163,9,0,0,2.05556,2.28519,18.1667,41.9889,40,34.5556,48,37.4444,-16.3333,24,-7.66667,48.1111,0.263846,-2.51749,path
161,154,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,window
223,175,9,0,0,3.77778,3.12457,7.16667,4.68923,57.8519,50.7778,72.7778,50,-21.2222,44.7778,-23.5556,72.7778,0.312834,-2.05935,path
253,75,9,0,0,0.666668,0.266666,0.888888,0.385187,88.5556,72,115.889,77.7778,-49.6667,82,-32.3333,115.889,0.378682,-2.232,sky
93,190,9,0,0,5.5,1.8227,2.61111,3.23465,53.5926,47.3333,66.8889,46.5556,-18.7778,39.8889,-21.1111,66.8889,0.303602,-2.05255,path
230,113,9,0,0,1.11111,0.501849,0.555556,0.544331,21.5926,18.1111,27.8889,18.7778,-10.4444,18.8889,-8.44444,27.8889,0.350082,-2.16363,window
139,128,9,0,0,2.94444,7.88519,3.16667,12.4333,5.2963,2.44444,9.55556,3.88889,-8.55556,12.7778,-4.22222,9.55556,0.804724,-2.30037,foliage
205,194,9,0,0,1.61111,1.20031,5.38889,3.04351,41.2963,37.1111,50.4444,36.3333,-12.5556,27.4444,-14.8889,50.4444,0.28056,-2.03757,path
57,229,9,0,0,2.72222,2.05931,3.44444,1.40896,14.6296,12,13.5556,18.3333,-7.88889,-3.22222,11.1111,18.3333,0.347692,2.35044,grass
95,57,9,0,0,1.83333,3.41111,2.11111,1.71852,26.2963,24.6667,34.4444,19.7778,-4.88889,24.4444,-19.5556,34.4444,0.425691,-1.73902,brickface
156,188,9,0,0,4.27778,2.31341,5,3.74759,61.2593,55.1111,75.6667,53,-18.4444,43.2222,-24.7778,75.6667,0.300242,-1.99775,path
62,200,9,0,0,2.27778,2.13351,3.77778,1.78471,61.037,54.1111,76.4444,52.5556,-20.7778,46.2222,-25.4444,76.4444,0.312541,-2.02659,path
230,117,9,0,0,3.27778,0.928958,1.44444,0.860663,39.037,33.5556,49.7778,33.7778,-16.4444,32.2222,-15.7778,49.7778,0.335026,-2.10623,cement
