@relation mfeat-weka.filters.unsupervised.instance.RemovePercentage-P33.0-V

@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute att8 numeric
@attribute att9 numeric
@attribute att10 numeric
@attribute att11 numeric
@attribute att12 numeric
@attribute att13 numeric
@attribute att14 numeric
@attribute att15 numeric
@attribute att16 numeric
@attribute att17 numeric
@attribute att18 numeric
@attribute att19 numeric
@attribute att20 numeric
@attribute att21 numeric
@attribute att22 numeric
@attribute att23 numeric
@attribute att24 numeric
@attribute att25 numeric
@attribute att26 numeric
@attribute att27 numeric
@attribute att28 numeric
@attribute att29 numeric
@attribute att30 numeric
@attribute att31 numeric
@attribute att32 numeric
@attribute att33 numeric
@attribute att34 numeric
@attribute att35 numeric
@attribute att36 numeric
@attribute att37 numeric
@attribute att38 numeric
@attribute att39 numeric
@attribute att40 numeric
@attribute att41 numeric
@attribute att42 numeric
@attribute att43 numeric
@attribute att44 numeric
@attribute att45 numeric
@attribute att46 numeric
@attribute att47 numeric
@attribute att48 numeric
@attribute att49 numeric
@attribute att50 numeric
@attribute att51 numeric
@attribute att52 numeric
@attribute att53 numeric
@attribute att54 numeric
@attribute att55 numeric
@attribute att56 numeric
@attribute att57 numeric
@attribute att58 numeric
@attribute att59 numeric
@attribute att60 numeric
@attribute att61 numeric
@attribute att62 numeric
@attribute att63 numeric
@attribute att64 numeric
@attribute class {1,2,3,4,5,6,7,8,9,10}

@data
-6.372789,-4.626575,-1.971614,-0.645478,1.318764,1.948771,-11.250589,-0.184529,-0.680323,-4.285409,-3.919662,2.562653,0.798648,3.205871,-2.196086,-3.133563,-0.04702,0.527809,3.163891,4.299578,-0.685643,1.764521,-0.255341,1.513421,0.880011,-0.23214,3.108725,-3.157332,-2.65457,0.66012,-0.176284,-0.322721,0.443794,-0.798663,1.441785,1.080895,-0.456497,-1.679635,0.657928,0.478435,-0.310916,0.599413,1.617234,-0.078854,-0.640575,0.780708,0.670452,-1.226819,-1.423563,-1.00298,0.44781,-1.84368,2.024988,0.229062,-0.973367,1.647657,-0.159156,0.07818,0.77276,-1.382486,0.196506,0.386562,-0.943652,-0.332062,1
-13.236094,-10.411518,9.413029,-3.016409,2.229336,0.358479,-4.232051,-0.490174,0.402467,2.773863,-3.341692,-1.228398,-0.193735,1.489829,-2.268562,2.241063,-4.916307,0.183301,-0.213013,0.457795,-2.387098,-0.031882,1.079231,1.003591,-1.002088,-0.415149,1.385036,-0.523891,-0.504236,0.807063,-0.409735,0.973095,-1.150682,0.712228,0.026425,0.305946,0.902701,-0.109005,-0.575708,-1.337994,-1.703814,-0.526364,0.776602,-1.526175,1.665827,0.284756,0.285116,-0.211004,-1.579104,0.265851,-0.272936,1.301875,-0.056931,-0.087286,-1.530302,-0.323132,-0.35151,-0.105571,0.432873,1.672781,1.14619,0.281644,0.293555,0.921128,1
-11.638305,-5.305195,7.086011,-1.780675,2.986566,4.708496,-5.041139,-3.809786,0.772887,3.825426,-1.745828,1.615477,-0.386445,3.365535,-1.23526,-2.595579,1.093695,-1.013846,-1.033971,2.757493,-5.39503,2.478015,3.265943,1.848843,-0.886728,3.516699,1.270479,-0.612775,-0.040532,-0.95339,-2.973374,-0.979865,-0.990933,-0.417481,-0.149751,-0.435119,0.926981,2.09247,-1.039184,-0.581701,-1.649642,1.043087,2.60566,-0.944314,0.390424,0.130853,-0.34728,-0.66323,0.398517,0.729938,-0.309288,-0.678096,-0.317627,-0.778725,-2.177884,0.34652,-0.995215,0.441797,-0.638019,-1.342044,0.557012,-0.074371,0.173389,0.117285,1
-6.362883,-9.698835,4.202472,-5.005162,1.58736,3.717179,-9.220325,-7.439257,-1.498318,-1.728266,-0.511964,-0.976186,2.812504,1.208708,1.50526,1.185517,-0.498954,-0.547867,-1.633153,2.685181,-2.725921,-1.652467,2.281495,-0.932715,-2.026673,2.552858,1.280684,-2.316768,0.187437,-0.239961,-1.24002,0.705263,1.241936,-1.504203,-1.252,-0.009841,-2.289902,-0.100087,0.695554,-1.07259,0.629175,0.630277,1.081641,0.102786,-0.709864,0.168626,-0.816333,-2.383849,0.133513,1.366665,-1.684339,-0.970725,2.08678,-0.988292,0.451342,-0.717919,0.754774,0.467679,0.093098,0.301442,-0.682787,0.244353,1.349475,0.627637,1
-9.980778,-9.575645,3.552044,-2.455965,1.987411,1.119023,-8.539407,-2.149846,2.364402,0.10364,-3.325069,-1.559772,1.364525,-0.124752,-2.907821,-2.929106,0.725672,0.434831,1.361843,2.54026,-3.984121,0.016036,-1.032323,1.194614,-0.001521,-0.862946,1.891149,-1.021432,-2.878825,-1.680466,-0.81462,0.89383,-2.88283,-0.037796,-0.575621,1.006246,-0.326644,-0.040077,0.126384,-1.365809,-1.615689,2.252568,2.354874,0.485776,-0.01858,0.589001,-1.953619,-0.613043,-0.718673,-0.220834,0.690663,-0.3721,1.43559,0.99295,0.727759,0.361473,-1.563613,-0.005642,0.606621,-0.179828,1.296709,0.195694,1.734704,0.908288,1
-8.841628,-12.034925,0.081331,-2.830234,0.56468,-0.40948,-10.990929,-4.228966,1.901172,-1.187069,-0.232794,1.947686,1.040578,-0.050595,-1.502,2.439744,-0.308271,0.442192,2.756719,2.719332,0.329793,-1.804889,-1.405597,-1.899278,-0.721601,0.655189,1.297726,-0.051894,0.594364,-0.780952,0.026652,1.363968,-1.152681,-0.123856,-1.404299,-2.059479,-0.596025,-2.444104,1.209101,0.053291,-0.879271,0.796748,0.09734,0.950341,1.45796,0.222757,-0.305215,0.161652,-0.683969,1.696096,-1.765433,0.440931,-0.12159,-1.105151,-0.809464,1.096712,-1.673293,-2.479553,-0.025354,-0.735339,0.198102,-0.590717,1.632303,1.978747,1
-11.912783,-6.19396,1.417852,0.076265,0.779469,-0.917108,-8.706224,4.172292,3.6877,-2.351645,-5.133484,0.929934,0.685484,0.825821,-4.184169,-2.075112,0.807155,0.799626,1.868328,1.904702,-1.028055,0.915545,-0.609647,1.910056,1.822646,-0.301776,1.827332,-1.274717,-0.949378,1.389263,0.219159,3.463244,-2.461182,-0.629764,-1.316396,0.708048,1.881662,0.757124,1.293972,0.408425,-0.468942,1.452925,1.397858,-0.232187,1.013052,-0.008162,-0.118832,-0.78523,-1.679533,0.841478,-1.043249,-1.234647,1.383141,-0.006587,1.129439,-0.088647,-0.03002,-0.380822,0.178711,1.033903,1.480847,0.3028,-0.983828,0.415157,1
-9.288113,-8.173949,3.997067,-2.405842,2.995731,5.136305,-8.703883,-5.753407,-2.644267,0.952156,-2.900622,-1.874469,1.31362,0.390596,-0.883992,1.864116,-1.132997,-2.265325,0.952048,2.575192,-4.260129,1.223856,1.126881,-0.078718,-2.323442,-0.014238,2.783972,-0.673985,0.187858,-0.165438,-1.004305,-1.213751,0.667964,-1.041469,-0.398742,-0.999694,-1.362723,-1.064789,-1.243666,-0.933661,0.793032,-0.526782,0.856782,0.001555,-1.218269,1.142618,0.738404,-1.369548,-0.902369,-0.688437,-1.687416,1.004855,1.784605,-0.436323,-0.772516,-0.400973,0.986826,0.140758,-0.372527,1.075807,0.321143,-0.827111,0.179221,-0.132904,1
-8.164189,-9.650385,2.805191,0.93323,1.777542,0.442365,-7.726746,-0.394057,0.261547,-4.567847,-3.691676,-0.041401,2.575221,-3.742764,-3.4493,-2.716153,1.201628,2.202276,2.286131,2.72815,-2.113536,0.682159,0.517454,1.479147,-1.597909,0.323079,1.730271,-0.634127,-0.799152,-0.609067,-1.076397,1.896661,-3.280069,-0.786872,-0.240276,1.822673,-0.013642,0.167967,-0.375255,-0.11624,-0.621293,1.647533,1.929314,0.334667,0.892323,0.131534,-3.145944,-0.691435,-1.541057,-0.30336,0.149724,-0.60047,0.074621,2.146005,0.874653,1.999667,0.431702,0.605282,-0.292971,0.411853,-0.21206,1.062506,-0.261243,-0.034476,1
-10.745764,-7.408688,5.451869,-1.968441,3.803792,3.44424,-8.359089,-5.763625,-2.204983,-0.158074,-2.20153,0.338385,1.265887,2.924267,-0.648119,1.549983,1.069501,-2.281162,-0.367702,3.170454,-2.738877,1.014085,2.801414,0.55427,-1.109218,0.06426,2.010239,0.849871,0.37536,0.170993,-0.38358,1.136576,0.800951,0.71715,0.833028,-0.584159,-1.35735,-0.070465,1.218752,-0.281525,-1.011358,-1.174266,0.170909,-0.260897,0.164803,0.335583,1.20169,-1.603793,-0.211458,0.368918,-1.393382,0.176337,0.409814,-0.541756,-0.075419,-0.795518,-0.072211,-0.850927,0.935469,1.226985,-0.780252,-0.656622,0.149558,-0.146762,1
-11.452,-9.789152,7.554676,-0.966081,1.553124,5.292372,-2.817483,-1.06883,3.066131,1.946013,-1.991467,0.59366,0.28873,-0.586772,-1.16496,-2.777494,-1.002361,2.186422,0.887489,0.307255,-5.986389,-1.492719,-1.57624,3.447892,0.401178,0.976773,2.694201,-0.673091,-2.239233,-0.264873,-0.821655,0.956509,-0.707279,-0.532226,-0.23244,1.870093,1.512083,1.058106,-1.852257,-1.741233,-0.762171,0.987991,2.957625,-1.200128,-0.237504,-2.070386,-1.131171,-1.507842,-0.76636,-0.555432,1.305241,-2.269646,-0.343457,-0.368414,-0.384978,-0.359084,-0.681356,-0.263676,0.618995,-1.999473,0.922717,-0.464846,-0.791636,0.304592,1
-12.133404,-4.101761,7.228099,-1.364063,1.889464,1.383336,-4.466584,2.399081,0.024444,2.549374,-3.384326,2.383176,-0.849185,5.800528,-1.403025,-1.001688,0.989659,-0.347667,-2.919434,2.58279,-0.710238,3.533602,4.577423,1.000198,1.721691,0.042433,3.288243,-2.724595,-1.265418,1.087495,-2.067634,0.953148,1.493191,0.533765,-0.369157,-1.920705,2.999834,0.614739,0.176801,-2.644366,-1.003983,1.104226,-0.036223,-0.34969,1.03331,2.23886,1.038036,0.131353,0.685495,1.826463,-0.101582,0.365348,0.792927,-0.956727,-0.162564,-1.234756,1.66797,1.350613,-0.114476,-0.309862,0.681642,-0.760289,1.613875,-0.322707,1
-10.88815,-8.062126,2.868291,-2.721524,-0.188726,-1.887685,-8.021891,-4.216183,1.373441,-5.633179,-1.372787,1.997979,0.651705,1.861531,-2.001199,-1.222322,-1.264414,0.364512,1.457305,2.282313,-0.566582,0.098053,-1.25042,1.525296,0.265669,-0.28795,1.931384,-3.142967,-3.58035,0.08464,-1.346329,2.496827,-2.190251,-1.4786,-0.262277,0.123335,-0.263052,-0.912231,1.474712,-1.302883,0.272353,0.658324,1.405068,-0.356556,-0.506271,0.628362,-1.155758,-1.927207,-2.414776,-0.057323,-1.366547,-0.510929,2.954012,-1.253511,0.888908,0.870874,-1.193637,-0.81718,-0.086623,0.416297,1.69399,0.221267,-0.952746,-0.722839,1
-7.982522,-13.977091,2.654156,-4.373579,0.066005,0.203144,-8.824064,-7.395557,-0.092958,-3.076157,1.124498,-0.6668,2.625339,-0.187462,-0.685701,2.909896,-2.116748,0.788316,0.516003,0.112297,0.168867,-1.69472,2.271754,-2.276756,-3.671113,-0.481867,0.442853,0.287269,0.463118,0.037407,-1.123088,2.813334,0.25827,-0.465866,0.341271,-0.418245,-1.780613,0.84778,0.219144,0.110523,-0.147349,-0.083453,-0.53573,0.391765,1.171806,0.052999,0.549753,-1.172283,-0.27996,0.441061,-1.695347,0.411074,0.191538,-0.735407,1.419711,-0.667584,-0.464187,0.802345,-0.225553,-1.024718,-0.141149,-1.023069,1.804868,1.719555,1
-9.582233,-4.742541,5.432454,0.206722,5.075078,5.195952,-7.002654,1.518613,-1.284602,-3.134468,-3.233695,3.215926,0.523045,6.932618,-0.923972,0.35932,-2.362376,-3.216177,-2.872984,-0.26397,-1.033225,3.591418,2.44255,0.651903,1.353785,1.36588,2.316789,-1.290561,-1.419942,0.370794,-2.001534,1.071271,1.513555,-1.187036,1.473162,-3.509297,-1.465236,-2.257744,-0.022003,-0.345547,1.408391,0.068246,1.236091,-0.304658,-1.529399,0.61548,0.354199,-0.427119,1.959617,-0.684464,1.161457,-0.972287,-0.078978,-0.09959,0.135064,0.642639,0.741197,-1.995227,1.822237,-0.166084,-0.290522,2.209539,1.00926,-1.996414,1
-10.001414,-3.511495,3.613438,-0.833877,0.95856,3.983113,-7.174445,-0.765703,-0.062828,1.094949,-4.029754,3.918348,-0.552751,2.415732,-1.816714,-3.736068,2.979974,-1.339351,1.105007,3.02686,-4.721538,2.87614,1.799015,2.983513,1.806425,0.584233,3.656028,-1.871619,-1.674933,-0.611925,-2.595257,0.736643,-0.42566,0.029432,-2.099139,-0.351152,0.763526,-0.410817,0.390775,-0.824167,-1.138996,0.130862,2.013326,-1.20322,0.098531,0.829884,-1.101841,-1.488228,-1.453357,0.721683,-0.123267,-0.864703,-0.366608,0.596027,1.400472,-0.056486,-0.702914,2.217928,0.352313,-0.915775,0.62622,-0.15457,-0.024655,-0.492633,1
-6.821983,-4.547125,1.699556,0.983112,2.15586,4.589806,-9.715059,-2.87814,-0.729566,-0.348681,-4.83698,1.679887,1.970652,0.63475,-0.840793,-1.246064,3.210905,-3.158955,3.5297,3.735691,-3.130427,0.684487,0.499187,2.661968,0.115874,0.857803,1.151219,-1.989571,-2.555387,-0.094328,-2.719283,0.006754,-1.346008,-1.11327,-0.146511,-0.364267,0.097492,-2.851026,1.273713,-1.638779,-0.798871,0.226774,1.773676,-1.187233,-0.692243,-0.547424,-1.121975,0.550108,-0.206422,0.145733,-0.387288,-0.147446,1.846234,0.075265,0.408252,1.951715,0.199645,-0.265995,1.553618,0.745036,0.455486,0.167456,0.496117,-1.977624,1
-6.870108,5.060952,-4.37045,-0.363587,3.477918,7.382031,-4.508826,-0.875731,-4.195115,0.176733,3.675514,8.925147,-2.996284,1.609074,1.763684,0.801332,0.202485,-2.012788,0.651088,2.719647,0.452939,2.573593,4.881952,2.657859,0.344093,0.746287,1.39449,-1.592453,-0.945546,1.890765,-0.850081,0.073018,-0.132195,-1.368633,2.362194,-1.269219,1.20156,-0.490426,-0.112314,1.169889,0.063022,-0.220779,1.447367,-2.094655,-2.817924,0.401254,2.039195,-0.9334,0.066002,0.213542,0.073994,-1.399574,-0.227964,-0.061703,-0.392909,-2.358398,1.141491,0.237104,-0.029629,-1.265326,2.164519,0.576137,-0.220939,-0.873153,1
-4.816711,-6.658116,-3.677072,1.969927,-1.858248,-2.485866,-9.652841,-5.919626,4.252862,0.253803,0.254052,-1.720995,6.730712,1.375377,0.241237,2.943622,1.647949,4.839519,-0.268649,3.264312,-1.784604,-4.990883,-0.033707,0.045246,-1.628638,0.842812,1.70832,0.409512,1.608687,-1.061856,1.700957,0.387443,-2.703981,0.598595,0.267693,-1.758919,0.311353,-1.218556,-0.84058,-1.131908,-0.624688,-0.756275,-0.453329,2.973915,0.799614,1.514467,-1.659573,-0.336322,-0.262981,1.392056,-0.935701,2.302375,-0.565239,-0.90996,0.418429,-0.6582,-1.370093,-0.802499,0.418422,1.497949,0.634719,-0.233838,-1.37318,0.932262,1
