@relation cylinder-bands-weka.filters.unsupervised.instance.RemovePercentage-P33.0-V

@attribute timestamp {19900330,19900409,19900414,19900417,19900418,19900425,19900426,19900505,19900507,19900509,19900510,19900511,19900514,19900517,19900518,19900524,19900602,19900603,19900606,19900608,19900611,19900612,19900614,19900615,19900617,19900620,19900621,19900622,19900625,19900626,19900702,19900705,19900706,19900707,19900708,19900710,19900718,19900719,19900723,19900726,19900727,19900730,19900801,19900804,19900805,19900806,19900807,19900809,19900810,19900811,19900812,19900813,19900814,19900818,19900819,19900820,19900821,19900824,19900825,19900830,19900831,19900909,19900910,19900913,19900915,19900920,19900921,19900924,19900926,19901001,19901002,19901003,19901004,19901005,19901006,19901007,19901008,19901010,19901014,19901017,19901023,19901027,19901030,19901031,19901101,19901102,19901105,19901106,19901107,19901108,19901109,19901113,19901114,19901115,19901116,19901117,19901119,19901120,19901121,19901124,19901125,19901206,19901208,19901209,19901210,19901211,19901212,19901214,19901215,19901218,19901219,19901222,19901230,19910103,19910104,19910108,19910109,19910111,19910112,19910113,19910114,19910117,19910118,19910123,19910125,19910127,19910129,19910130,19910131,19910201,19910206,19910208,19910211,19910212,19910213,19910214,19910215,19910216,19910220,19910221,19910223,19910227,19910301,19910302,19910303,19910304,19910306,19910307,19910308,19910309,19910310,19910311,19910314,19910316,19910317,19910318,19910319,19910320,19910322,19910323,19910325,19910327,19910330,19910402,19910404,19910405,19910406,19910409,19910415,19910416,19910419,19910422,19910423,19910426,19910428,19910430,19910501,19910502,19910503,19910505,19910507,19910508,19910511,19910517,19910524,19910528,19910529,19910531,19910603,19910604,19910605,19910607,19910609,19910610,19910611,19910614,19910617,19910618,19910619,19910622,19910626,19910627,19910629,19910706,19910707,19910712,19910718,19910719,19910724,19910727,19910729,19910730,19910802,19910804,19910806,19910807,19910809,19910810,19910815,19910817,19910818,19910822,19910829,19910903,19910915,19910917,19910920,19910923,19910924,19911102,19911103,19911104,19911124,19911203,19911209,19911211,19920105,19920110,19920114,19920115,19920205,19920207,19920208,19920220,19920317,19920320,19920326,19920402,19920405,19920408,19920416,19920515,19920523,19920529,19920530,19920531,19920603,19920610,19920705,19920709,19920712,19920808,19920822,19920826,19920911,19920915,19920918,19920920,19921001,19921004,19921125,19921129,19930113,19930205,19930217,19930219,19930227,19930309,19930407,19930421,19930514,19930624,19930906,19930908,19930915,19930916,19930928,19931008,19940904,19940927,19941001,19941004,19941005,19941007,19941009,19941010,tabloid}
@attribute cylinder_number {1351,3,aa067,aa1,aa11,aa17,aa28,aa29,aa40,aa43,aa45,aa56,aa58,aa66,aa7,aa70,aa97,b125,b181,b6,b7,e26,e302,e303,e310,e38,e510,e67,e68,e69,e72,e74,e77,e78,e81,e83,e84,e85,e86,e90,e91,e92,ee304,f067,f103,f108,f121,f126,f131,f133,f135,f146,f159,f169,f170,f19,f192,f219,f227,f236,f237,f242,f25,f257,f26,f261,f264,f267,f294,f308,f310,f321,f329,f331,f337,f372,f374,f38,f383,f416,f450,f466,f482,f492,f510,f569,f571,f590,f601,f615,f620,f629,f633,f670,f672,f679,f685,f72,f76,f77,f85,f89,f98,g089,g108,g145,g150,g3,g38,g404,g407,g412,g416,g433,g459,g462,g465,g467,g48,g496,g5,g518,g519,g55,g572,g60,g604,g608,g625,g628,g634,g640,g648,g657,g67,g69,g71,g78,g81,g84,g95,g98,i010,i25,i301,i303,i305,i309,i311,i317,i320,i324,i325,i331,i337,i343,i346,i347,i349,i353,i354,i357,i358,i365,i366,i383,i400,i46,i49,i820,j15,j29,j33,j34,j38,j40,j42,j43,j44,j45,j582,j6,j60,j62,j68,j70,j9,m103,m200,m208,m254,m257,m260,m272,m309,m332,m337,m362,m372,m374,m39,m4,m402,m410,m432,m45,m65,m74,m93,o1,o14,o15,o2,o21,o28,o4,o5,o6,o7,o8,r1,r14,r15,r17,r18,r2,r22,r23,r25,r29,r3,r30,r32,r34,r38,r4,r43,r5,r6,r7,r9,s180,s21,t117,t133,t176,t178,t195,t200,t204,t218,t233,t234,t244,t245,t26,t280,t281,t284,t30,t31,t312,t313,t32,t333,t351,t365,t368,t380,t383,t78,t8,v376,w30,w357,w364,w368,w395,w406,w516,w717,w785,w90,w92,x001,x019,x102,x103,x108,x116,x118,x12,x126,x127,x129,x13,x132,x135,x138,x139,x141,x146,x147,x151,x153,x155,x158,x160,x163,x18,x184,x185,x195,x196,x197,x199,x201,x203,x206,x21,x216,x220,x221,x232,x235,x242,x243,x249,x25,x251,x253,x255,x264,x266,x271,x272,x273,x281,x282,x29,x291,x292,x295,x297,x304,x308,x315,x326,x333,x342,x346,x35,x350,x351,x352,x356,x36,x367,x37,x374,x377,x381,x388,x389,x390,x396,x400,x405,x408,x414,x420,x423,x53,x57,x60,x65,x66,x67,x7,x713,x720,x727,x742,x746,x750,x753,x754,x760,x766,x768,x770,x771,x776,x777,x779,x787,x788,x791,x793,x795,x798,x799,x80,x802,x804,x809,x817,x818,x819,x820,x821,x823,x826,x828,x830,x831,x837,x838,x84,x89,x9,x91,x95,x96,y209,y216,y228,y255,y270}
@attribute customer {1910,abbey,abbeypress,abbypress,adco,ames,austads,belk,belks,best,bestprod,brendls,burdines,campingworld,casliving,casualliving,cenpurch,childcraft,childworld,colorfulimage,colortil,colortile,competitivedge,cvs,downs,dunns,eckerd,eckerds,exxon,galls,global,globalequp,guideposts,gurney,hanhouse,hanoverhouse,hanoverhse,hanovrhous,hanovrhouse,hills,homeshop,homeshopping,jamesway,jcp,jcpenny,jfk,kidsrus,kmart,lazarus,lurias,massey,mervyns,modmat,natlwildlife,ntlwildlife,oldvillageshop,penney,rei,roses,sears,servmerch,sheplers,target,toysrus,tvguide,uscav,venture,walmart,wards,woolworth,woolwrth,yieldhouse}
@attribute job_number numeric
@attribute grain_screened {45,no,yes}
@attribute ink_color {0.200,key}
@attribute proof_on_ctd_ink {17,no,yes}
@attribute blade_mfg {84,benton,uddeholm}
@attribute cylinder_division {0.8125,gallatin}
@attribute paper_type {27,coated,super,uncoated}
@attribute ink_type {coated,cover,uncoated}
@attribute direct_steam {1865,no,yes}
@attribute solvent_type {line,naptha,xylol}
@attribute type_on_cylinder {no,yes}
@attribute press_type {albert70,motter70,motter94,woodhoe70}
@attribute press {802,813,815,816,821,824,827,828}
@attribute unit_number numeric
@attribute cylinder_size {0.7,catalog,spiegel,tabloid}
@attribute paper_mill_location {canadian,mideuropean,northus,scandanavian,southus}
@attribute plating_tank {40,1910,1911}
@attribute proof_cut numeric
@attribute viscosity numeric
@attribute caliper {.200,0.133,0.167,0.2,0.200,0.217,0.233,0.25,0.267,0.283,0.3,0.300,0.333,0.35,0.367,0.4,0.433,0.467,0.5,0.533,band}
@attribute ink_temperature numeric
@attribute humifity numeric
@attribute roughness numeric
@attribute blade_pressure numeric
@attribute varnish_pct numeric
@attribute press_speed numeric
@attribute ink_pct numeric
@attribute solvent_pct numeric
@attribute ESA_Voltage numeric
@attribute ESA_Amperage numeric
@attribute wax numeric
@attribute hardener numeric
@attribute roller_durometer numeric
@attribute current_density {30,33,35,37,40,42,45}
@attribute anode_space_ratio numeric
@attribute chrome_content {90,95,100}
@attribute band_type {band,noband}

@data
19910206,j9,kmart,37352,no,key,yes,benton,gallatin,uncoated,coated,no,line,yes,woodhoe70,815,2,tabloid,northus,1911,37.5,44,0.2,16,90,0.75,28,20,2050,45,35,0,0,2.4,0.8,35,40,107.4,100,band
19910206,j582,kmart,37352,no,key,yes,benton,gallatin,uncoated,coated,no,line,yes,woodhoe70,815,9,tabloid,northus,1911,37.5,44,0.2,16.5,91,0.75,30,21.7,2050,43.5,34.8,0,0,2.7,0.8,35,40,107.4,100,band
19910206,x141,tvguide,25507,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,yes,motter94,821,2,tabloid,?,1911,45,44,0.267,14.1,78,0.625,22,7.6,1510,54.3,38,0,0,2.5,0.7,34,40,114.28,100,band
19910206,x818,tvguide,25507,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,yes,motter94,821,7,tabloid,?,1910,40,44,0.2,14,69,0.625,20,8.5,1510,53.2,38.3,2,0,2.5,0.9,34,40,110,100,band
19910208,v376,woolwrth,37080,no,key,yes,benton,gallatin,coated,coated,no,line,no,motter94,828,2,tabloid,?,1911,40,47,0.333,17,78,0.75,35,0,2400,58.8,41.2,4,0,2.5,1,30,40,100,100,band
19910211,m254,abbypress,27490,no,key,yes,benton,gallatin,coated,coated,no,line,yes,motter70,813,1,catalog,?,1911,30,42,0.2,15.4,64,0.875,?,0,1425,63,37,0,0,1,1.3,34,40,107.4,100,band
19910215,r5,target,35811,no,key,yes,benton,gallatin,coated,coated,no,line,yes,woodhoe70,815,2,spiegel,canadian,1910,45,38,?,15,80,0.625,30,7,1600,58.1,34.9,0,0,2.5,1.5,30,40,103.22,100,band
19910113,j33,belks,35334,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,yes,woodhoe70,816,2,tabloid,?,1911,40,43,0.267,16,96,1,28,0,1500,58.8,41.2,2,0,3,0.8,40,40,103.12,100,band
19910213,j43,belks,35334,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,yes,woodhoe70,816,9,tabloid,northus,1911,32.5,43,0.2,15,82,1,31,7.6,1500,54.3,38,4,0,2.5,1,40,40,103.12,100,band
19910212,i357,sears,37869,no,key,yes,benton,gallatin,uncoated,coated,no,line,yes,woodhoe70,815,9,catalog,northus,1911,37.5,44,0.3,15,85,0.75,34,0,1400,62.5,37.5,0,0,2.8,1,28,40,103.12,100,band
19910212,i353,sears,37869,no,key,yes,benton,gallatin,uncoated,coated,no,line,yes,woodhoe70,815,2,catalog,northus,1910,35,44,0.3,16,80,1,32,7,1400,58.1,34.9,0,0,3,1,28,40,103.12,100,band
19910211,m254,abbypress,27490,no,key,yes,benton,gallatin,coated,coated,no,line,yes,motter70,813,1,catalog,northus,1911,30,42,0.2,15.4,64,0.875,?,0,1425,61.7,38.3,0,0,1,1.3,34,40,107.4,100,band
19910214,x291,roses,35752,no,key,yes,benton,gallatin,coated,coated,no,line,yes,motter94,824,9,tabloid,canadian,1910,50,43,0.2,16,82,0.875,30,0,2270,55.6,44.4,12,0,2,1,30,40,103.22,100,band
19910214,x129,roses,35752,no,key,yes,benton,gallatin,coated,coated,no,line,yes,motter94,824,2,tabloid,canadian,1910,50,43,0.3,16.3,80,0.8125,30,0,2270,55.6,44.4,12,0,1.5,1.5,30,40,103.22,100,band
19910214,x297,jcpenny,35794,no,key,yes,benton,gallatin,uncoated,coated,no,line,yes,motter94,827,2,tabloid,northus,1911,60,43,0.267,15.8,57,0.75,24,1.2,1480,58.1,40.7,0,0,1.4,1.7,33,40,103.12,100,band
19910214,x146,jcpenny,35794,no,key,yes,benton,gallatin,uncoated,coated,no,line,yes,motter94,827,9,tabloid,northus,1911,52.5,43,0.233,16.6,58,0.75,20,7.9,1480,56.2,36,0,0,1.7,0.7,33,40,103.12,100,band
19910213,x129,roses,35752,no,key,yes,benton,gallatin,coated,coated,no,line,yes,motter94,824,2,tabloid,?,1910,50,43,0.3,17,87,0.8125,35,0,2300,58.8,41.2,0,0,1.3,0.7,30,40,103.22,100,band
19910215,e303,cenpurch,37441,no,key,yes,benton,gallatin,coated,coated,no,line,yes,motter94,821,2,tabloid,canadian,1911,25,38,0.2,13,75,0.625,25,0,1600,57.5,42.5,0,0,2.5,0.85,30,40,103.12,100,band
19910215,e68,cenpurch,37441,no,key,yes,benton,gallatin,coated,coated,no,line,yes,motter94,821,7,tabloid,canadian,1911,25,38,0.233,14,70,0.625,25,0,1600,58.8,41.2,5,0,1.7,0.9,30,40,103.12,100,band
19910221,j42,kmart,37354,no,key,yes,benton,gallatin,uncoated,uncoated,no,line,yes,woodhoe70,816,9,tabloid,scandanavian,1911,40,46,0.333,15.9,78,0.5,34,2.4,2000,61,36.6,0,0,2.4,1.3,35,40,103.22,100,band
19910223,x53,belk,35335,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,yes,motter94,827,2,tabloid,northus,1911,45,41,0.333,17,78,0.75,16,14.1,1100,50.5,35.4,0,0,2.5,1,50,40,96.97,100,band
19910223,x821,belk,37335,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,yes,motter94,827,2,tabloid,northus,1911,47.5,41,0.233,16.5,72,0.75,20,14.1,1300,50.5,35.4,4,0,2.5,1,50,40,96.97,100,band
19910220,x118,toysrus,35870,no,key,no,benton,gallatin,coated,coated,no,line,no,motter94,824,2,tabloid,canadian,1910,40,46,0.2,15,68,0.75,28,0,1700,58.8,41.2,0,0,1,1,33,40,103.22,100,band
19910220,x826,toysrus,35870,no,key,no,benton,gallatin,coated,coated,no,line,no,motter94,824,9,tabloid,canadian,1911,40,46,0.267,16.5,68,0.875,25,0,1700,58.8,41.2,0,0,1,1,33,40,103.125,100,band
19910216,r23,target,35811,no,key,yes,benton,gallatin,coated,coated,no,line,yes,woodhoe70,815,9,spiegel,canadian,1911,40,35,0.233,18,85,0.625,30,0,2000,62.5,37.5,0,0,2.5,0.9,30,40,103.125,100,band
19910213,x291,roses,35752,no,key,yes,benton,gallatin,coated,coated,no,line,yes,motter94,824,9,tabloid,canadian,1910,50,43,0.2,17,84,?,35,0,2300,55.6,44.4,0,0,2,0.8,30,40,103.22,100,band
19910215,i354,sears,37869,no,key,yes,benton,gallatin,uncoated,coated,no,line,yes,albert70,802,7,catalog,northus,1911,35,38,0.4,12,62,0.75,46,4.7,1400,58.8,36.5,0,0,2,1,28,40,103.125,100,band
19910215,i358,sears,37869,no,key,yes,benton,gallatin,uncoated,coated,no,line,yes,albert70,802,2,catalog,northus,1911,35,38,0.433,16,70,0.75,50,0,1400,62.5,37.5,0,0,2.8,1.5,28,40,103.125,100,band
19910220,x760,tvguide,25509,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,yes,motter94,821,7,tabloid,northus,1911,50,46,0.2,14.6,60,0.625,25,10.5,1750,52.6,36.8,2,0,2.4,0.8,28,40,96.97,100,band
19910304,e26,kmart,37386,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,yes,motter94,827,2,tabloid,southus,1910,40,47,0.333,24.5,78,0.875,30,8.8,2100,54.9,36.3,16,0,2.3,1,40,40,100,100,band
19910303,e84,kmart,37386,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,no,motter94,827,9,tabloid,southus,?,40,47,0.35,14.43,76,0.75,16,7.2,2000,51.5,41.2,1,0,2.7,1.4,40,40,100,100,band
19910301,e69,kmart,37386,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,yes,motter94,827,2,tabloid,southus,1910,40,39,0.233,15,77,0.75,20,9.4,2000,52.1,38.5,0,0,2.5,1,40,40,103.22,100,band
19910301,e77,kmart,37386,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,yes,motter94,827,9,tabloid,southus,1910,40,39,0.2,15,79,0.75,20,11.8,2000,49,39.2,0,0,2.5,1,40,40,103.22,100,band
19910309,e83,kmart,37386,?,key,yes,benton,gallatin,uncoated,uncoated,no,line,yes,motter94,827,2,tabloid,southus,1911,?,43,0.267,14.2,68,0.75,18,0,2000,62.5,37.5,0,0,2.5,1.2,40,40,106.45,100,band
19910306,e67,kmart,37386,?,key,yes,benton,gallatin,uncoated,uncoated,no,line,yes,motter94,827,2,tabloid,southus,1910,?,48,0.233,14,80,0.75,30,0,2000,62.5,37.5,0,0,?,?,40,40,109.67,100,band
19910311,e83,kmart,27386,?,key,yes,benton,gallatin,uncoated,uncoated,no,line,no,motter94,827,2,tabloid,southus,1911,?,40,0.267,16.4,72,1,26,0,2000,62.5,37.5,0,0,2.5,1,40,40,106.45,100,band
19910311,x791,kmart,37386,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,yes,motter94,824,9,tabloid,southus,1911,40,40,0.35,18.5,85,0.5625,30,0,1900,62.5,37.5,4,0,1.8,1.4,40,40,106.45,100,band
19910227,e90,kmart,37254,no,key,yes,benton,gallatin,uncoated,coated,no,line,yes,motter94,821,7,tabloid,?,1911,42.5,41,0.3,14,70,0.625,20,2.3,1750,57.5,40,4,0,2.5,0.7,35,40,96.97,100,band
19910302,x271,eckerd,35457,no,key,yes,benton,gallatin,coated,coated,no,line,yes,motter94,828,9,tabloid,canadian,1910,35,39,0.2,16.2,84,1,30,0,2100,62.5,37.5,4,0,2,0.9,30,40,94.117,100,band
19910307,f308,modmat,47202,no,key,yes,benton,gallatin,coated,uncoated,no,line,yes,motter70,813,9,catalog,northus,1910,35,45,0.3,14.1,65,1,?,0,1500,59.5,40.5,0,0,2.6,1,40,40,109.67,100,band
19910308,t281,modmat,47202,no,key,yes,benton,gallatin,uncoated,uncoated,no,xylol,yes,albert70,802,2,catalog,northus,1910,50,43,0.333,14.02,68,0.75,56,7.4,1800,53.2,39.4,0,0.5,3,1.3,40,40,109.67,100,band
19910307,f067,modmat,47202,no,key,yes,benton,gallatin,uncoated,uncoated,no,line,yes,woodhoe70,816,2,catalog,northus,1910,67.5,45,0.2,15.5,80,0.5,34,16.3,1683,43.5,40.2,6,0,2.5,1,40,40,109.67,100,band
19910310,x405,ames,37163,no,key,yes,benton,gallatin,coated,coated,no,line,yes,motter94,821,2,tabloid,canadian,1910,55,37,0.267,16,75,0.625,20,5.6,1850,55.6,38.9,0,0,0.8,0.75,33,40,109.67,100,band
19910227,e91,kmart,37354,no,key,yes,benton,gallatin,uncoated,coated,no,line,yes,motter94,821,2,tabloid,?,1911,42.5,41,0.2,14,80,0.625,20,7.4,1750,53.2,39.4,0,0,2.1,0.9,35,40,96.97,100,band
19910307,f615,modmat,47202,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,yes,motter70,813,1,catalog,northus,1910,52.5,45,0.2,15.3,72,0.75,?,12.4,1600,51.5,36.1,0,0,2.5,1,40,40,109.67,100,band
19910307,f510,modmat,47202,no,key,yes,benton,gallatin,coated,uncoated,no,line,yes,motter70,813,10,catalog,northus,1910,35,45,0.2,15.2,63,1,?,0,1500,59.5,40.5,0,0,2.3,0.9,40,40,109.67,100,band
19910307,f670,modmat,47202,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,yes,motter70,813,5,catalog,northus,1910,52.5,45,0.233,16,68,0.75,?,0,1600,58.8,41.2,4,0,2.3,0.8,40,40,109.67,100,band
19910317,e310,kmart,37355,no,key,yes,benton,gallatin,uncoated,coated,no,line,yes,woodhoe70,816,9,tabloid,?,1910,49,43,0.35,14.5,74,0.75,23,9.1,1900,56.8,34.1,2,0,0.7,0.2,35,40,103.22,100,band
19910314,f670,modmat,47202,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,yes,motter70,813,5,catalog,northus,1910,52.5,37,0.233,14,73,0.75,?,9.6,1600,53.2,37.2,0,0,2.3,1,40,40,109.67,100,band
19910309,m402,modmat,47202,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,yes,motter70,813,9,catalog,northus,1910,52.5,43,0.267,15.1,76,0.5,31,6.6,1650,54.9,38.5,0,0,2.5,1.5,40,40,109.67,100,band
19910316,x18,kmart,37355,no,key,yes,benton,gallatin,uncoated,coated,no,line,yes,motter94,828,9,tabloid,scandanavian,1910,40,44,0.2,16.1,78,0.9375,30,5.6,1800,55.6,38.9,0,0,2,1,35,40,103.22,100,band
19910314,f615,modmat,47202,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,yes,motter70,813,1,catalog,northus,?,52.5,37,0.2,15,66,0.75,?,13.3,1600,55.6,42.2,0,0,2.4,0.8,40,40,100,100,band
19910318,f310,kmart,37355,no,key,yes,benton,gallatin,uncoated,coated,no,line,yes,motter94,827,2,tabloid,?,1910,40,43,0.35,16.5,72,0.625,20,9.1,2000,56.8,34.1,4,0,2.5,0.5,35,40,103.22,100,band
19910318,f72,kmart,37355,no,key,yes,benton,gallatin,uncoated,coated,no,line,yes,motter94,827,9,tabloid,?,1910,40,43,0.35,16.1,70,0.625,20,11.1,2000,55.6,33.3,4,0,1.8,0.9,35,40,103.22,100,band
19910319,x308,roses,35753,no,key,yes,benton,gallatin,coated,coated,no,line,yes,motter94,824,9,tabloid,canadian,1910,40,43,0.267,16,80,0.5625,30,5.6,1900,55.6,38.9,0,0,2.2,1.3,30,40,103.22,100,band
19910319,x720,tvguide,25513,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,yes,motter94,821,7,tabloid,northus,1911,45,45,?,14.7,75,0.625,30,15,1734,50,35,2,0,1.5,0.6,34,40,103.22,100,band
19910322,g404,jcp,38051,no,key,yes,benton,gallatin,uncoated,coated,no,line,yes,woodhoe70,816,2,tabloid,?,?,60,49,0.333,14.9,77,0.75,27,0,1650,58.8,41.2,0,0,2.5,0.7,33,40,103.33,100,band
19910325,x798,tvguide,25514,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,no,motter94,821,7,tabloid,?,1910,55,49,0.267,12.5,70,0.625,30,5.6,1750,55.6,38.9,0,0,2.5,0.9,34,40,106.66,100,band
19910320,x160,tvguide,25513,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,yes,motter94,821,2,tabloid,?,1911,45,45,?,15.1,75,0.625,20,15,1750,50,35,0,0,1.6,0.9,34,40,103.22,100,band
19910322,g416,jcp,38051,no,key,yes,benton,gallatin,uncoated,coated,no,line,yes,woodhoe70,816,9,tabloid,?,1910,55,49,0.2,15.6,74,0.75,24,0,1650,58.8,41.2,0,0,2.5,1.7,33,40,103.33,100,band
19910323,x350,kmart,37355,no,key,yes,benton,gallatin,coated,coated,no,line,yes,motter94,828,2,tabloid,?,1911,40,49,0.233,15.3,74,1,34,0,2000,62.5,37.5,0,0,2.2,1,35,40,100,100,band
19910323,x264,kmart,37355,no,key,yes,benton,gallatin,coated,coated,no,line,yes,motter94,828,9,tabloid,?,1911,40,49,0.233,16.8,78,0.9375,30,0,2000,62.5,37.5,0,0,2.4,0.9,35,40,100,100,band
19910402,x838,tvguide,25515,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,yes,motter94,821,7,tabloid,northus,1911,42.5,46,0.3,14,77,0.625,42,15.8,1850,49.5,34.6,8,0,1.5,0.8,34,40,100,100,band
19910404,x89,woolworth,37081,no,key,no,benton,gallatin,coated,coated,no,line,yes,motter94,828,1,tabloid,canadian,1911,35,44,0.2,15.5,100,0.875,30,0,2200,53.2,46.8,0,0,0,0,30,40,100,100,band
19910330,x102,belk,35534,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,no,motter94,827,2,tabloid,northus,1910,42,44,0.3,15,80,1.25,20,16.7,1300,49,34.3,0,0,2.5,0.2,40,40,110,100,band
19910330,x830,belk,35534,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,no,motter94,827,9,tabloid,northus,1910,45,44,0.3,15.5,75,1.25,20,14.1,1300,50.5,35.4,0,0,2.5,1.5,40,40,110,100,band
19910405,x118,roses,35754,no,key,yes,benton,gallatin,coated,coated,no,line,yes,motter94,824,2,tabloid,canadian,1910,50,43,0.3,16,70,0.8125,30,3.4,2400,56.8,39.8,0,0,2.5,0.8,30,40,103.125,100,band
19910405,x35,roses,35754,no,key,yes,benton,gallatin,coated,coated,no,line,yes,motter94,824,9,tabloid,canadian,1910,47,43,0.267,16,80,0.5625,30,9.1,2400,50.5,40.4,0,0,2.5,1.1,30,40,103.125,100,band
19910327,x390,colortile,37572,no,key,yes,benton,gallatin,coated,coated,no,line,yes,motter94,824,2,tabloid,canadian,1911,35,48,0.233,16,76,0.8125,30,8.9,1900,49.5,41.6,0,0,2.5,1.2,30,40,103.22,100,band
19910327,x754,colortile,37572,no,key,yes,benton,gallatin,coated,coated,no,line,yes,motter94,824,9,tabloid,canadian,1911,35,48,0.233,16,86,0.5625,30,16.1,1900,44.6,39.3,0,0,2.5,1.5,30,40,103.22,100,band
19910402,o2,target,35814,no,key,yes,benton,gallatin,uncoated,coated,no,line,yes,motter94,827,2,spiegel,canadian,1911,35,43,0.233,14,75,1.25,20,7.6,?,54.3,38,0,0,2.5,2,33,40,106.66,100,band
19910402,3,target,35814,no,key,yes,benton,gallatin,uncoated,coated,no,line,yes,motter94,827,9,spiegel,canadian,1911,37.5,43,0.233,14,80,1.25,20,6.25,?,52.1,41.7,0,0,3,1.5,33,40,106.66,100,band
19910406,f103,bestprod,37822,no,key,yes,benton,gallatin,uncoated,coated,no,line,yes,motter70,813,1,catalog,northus,1910,40,44,0.2,15,68,0.75,?,0,1750,58.8,41.2,0,0,2.7,0.7,35,40,103.125,100,band
19910406,s180,bestprod,37822,no,key,yes,benton,gallatin,uncoated,coated,no,line,yes,motter70,813,5,catalog,northus,1910,40,44,0.233,15.5,68,0.75,?,5.6,1750,55.6,38.9,0,0,1.5,0.5,35,40,103.125,100,band
19910511,o8,target,35816,no,key,yes,benton,gallatin,coated,coated,no,line,yes,motter94,827,2,spiegel,canadian,1910,47.5,68,0.4,14,78,0.75,22,0,1900,62.5,37.5,0,0,2.1,1.7,33,40,103.125,100,band
19910501,g608,eckerd,35458,no,key,yes,benton,gallatin,coated,coated,no,line,no,woodhoe70,816,2,tabloid,canadian,1910,40,60,0.233,15,78,1,28,0,2380,60,40,3,0,2.5,1,30,40,106.66,100,band
19910502,f416,modmat,47203,yes,key,yes,benton,gallatin,coated,coated,no,line,no,motter70,813,9,catalog,northus,1910,55,55,0.3,16.3,100,1,?,0,1650,58.8,41.2,0,0,?,?,40,40,106.66,100,band
19910502,r14,target,35816,no,key,yes,benton,gallatin,coated,coated,no,line,yes,woodhoe70,815,2,spiegel,canadian,1910,40,55,0.433,15.5,92,0.75,22,9.6,1550,53.2,37.2,1,0,2.9,1.3,33,40,106.66,100,band
19910503,r14,target,35816,no,key,yes,benton,gallatin,coated,coated,no,line,yes,woodhoe70,815,2,spiegel,canadian,1910,40,52,?,16,86,0.75,26,9.6,1975,53.2,37.2,1,0,2.9,1.3,33,40,100,100,band
19910503,x249,guideposts,23055,yes,key,yes,benton,gallatin,uncoated,cover,no,line,yes,motter94,821,7,tabloid,?,1910,42.5,52,0.4,13.9,76,0.625,25,0,1800,50,50,0,0,2.5,0.9,40,40,106.66,100,band
19910507,x817,tvguide,25520,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,yes,motter94,821,7,tabloid,canadian,1910,50,56,0.267,15.2,76,0.625,25,3.4,1760,56.8,39.8,2,0,2.5,0.8,34,40,103.125,100,band
19910508,x746,tvguide,25520,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,yes,motter94,821,7,tabloid,northus,1910,45,57,0.267,14,76,0.75,20,3.4,1800,56.2,40.4,2,0,2,0.8,34,40,103.125,100,band
19910517,x195,toysrus,35982,no,key,no,benton,gallatin,coated,coated,no,line,no,motter94,824,2,tabloid,canadian,1910,47,67,0.4,16,74,0.8125,38,0,1900,58.8,41.2,2,0,2.5,1.1,33,40,103.125,100,band
19910517,x405,toysrus,35872,no,key,no,benton,gallatin,coated,coated,no,line,yes,motter94,824,9,tabloid,canadian,1910,47,67,0.333,16,82,0.5625,30,1.5,1900,50.5,34.3,0,0,2.5,1.1,33,40,103.125,100,band
19910505,m337,modmat,47203,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,yes,motter70,813,5,catalog,northus,1910,50,52,0.3,17,69,0.75,?,0,1700,58.8,41.2,0,0,2.2,0.9,40,40,106.66,100,band
19910507,t32,modmat,47203,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,no,albert70,802,7,catalog,northus,1910,50,55,0.233,13.34,74,0.625,?,4.8,1635,59.5,35.7,1,0,3,2,40,40,100,100,band
19910507,m410,modmat,47203,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,no,albert70,802,2,catalog,northus,1910,50,55,0.233,13.86,70,0.625,47,10.2,1635,51,38.8,0,0,3,1,40,40,100,100,band
